winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt,champion
false,14,1409,3143,3190,3111,0,0,3340,3,0,0,0,0,0,2,6,5,124817,9258,43786,0,14546,35,92,66,26,10416,9350,0,0,0,0,2462,5917,879,1,0,33190,73301,18326,15649,24571,3565,false,false,false,false,false,false,0,0,24,5,1,1,1,860,Rek'Sai 
true,18,1409,3748,3143,3075,3047,3056,3340,4,1,0,0,0,0,2,6,21,204787,16906,59132,0,24651,68,112,84,28,16482,15425,0,0,0,0,7703,8013,1189,2,0,60608,116171,28007,7356,43789,7985,false,false,false,false,false,false,0,0,42,8,2,1,1,1526,Rek'Sai 
false,11,1409,2043,3190,1001,0,0,3340,0,0,0,0,0,0,0,3,1,83554,1963,17277,0,8145,20,75,74,1,6079,5725,0,0,0,0,1103,751,108,2,0,20664,51390,11499,3272,13865,140,false,false,false,false,false,false,0,0,10,2,0,0,1,598,Rek'Sai 
true,11,3190,1001,1408,3082,0,0,3340,5,0,0,0,0,0,3,3,4,64664,5111,12636,0,2952,35,31,27,4,7399,6750,0,0,0,0,901,4009,200,1,0,12617,42154,9893,4207,8337,92,false,false,false,false,false,false,0,1,8,2,1,2,1,493,Lee Sin 
false,13,1409,3143,3047,1057,2053,3067,3340,3,0,0,0,0,0,0,7,5,117784,8970,34162,0,10333,64,65,52,13,10292,9620,0,0,0,0,3287,5251,432,1,0,28822,72675,16286,8043,23532,2587,false,false,false,false,false,false,0,0,14,2,1,0,1,932,Rek'Sai 
false,14,1056,3157,0,3285,3001,1056,3340,5,1,0,0,0,0,3,8,12,114455,24061,24998,0,3379,158,2,2,0,10942,10025,0,0,0,0,17240,1178,5642,1,0,75280,13089,26084,13220,10504,1273,false,false,false,false,false,false,0,0,9,1,2,1,1,52,Ahri 
false,16,3190,3143,1409,3111,2053,0,3340,4,0,0,0,0,0,0,4,12,140447,10107,46130,0,19075,34,98,85,13,11726,10675,0,0,0,0,2804,6511,792,2,0,37239,85286,17921,14768,30523,838,false,false,false,false,false,false,0,0,23,4,1,0,1,946,Rek'Sai 
true,16,1056,3157,3020,3001,3285,1026,3340,5,0,0,0,0,0,2,3,11,137270,19714,14298,0,3257,181,12,11,1,12176,11625,0,0,0,0,14167,1094,4452,1,0,84588,17889,34793,5977,7793,528,true,false,false,false,false,false,0,1,13,1,1,1,1,97,Ahri 
false,13,1056,3285,3020,3001,0,0,3340,2,0,0,0,0,0,0,10,0,101876,8461,17022,0,2285,150,7,7,0,7965,7350,0,0,0,0,6464,391,1605,0,0,61503,12151,28222,10518,5589,914,false,false,false,false,false,false,0,0,4,2,1,0,1,32,Ahri 
false,14,1409,3143,3047,3105,0,0,3340,4,0,0,0,0,0,4,5,12,105322,7843,34873,0,11022,42,69,59,10,9979,8400,0,0,0,0,2580,5018,244,1,0,28838,63254,13229,10021,23948,904,false,false,false,false,false,false,0,0,14,5,1,1,1,705,Rek'Sai 
false,12,1409,3111,3082,1011,0,0,3340,5,0,0,0,0,0,2,7,3,77010,7943,25828,0,8171,32,56,53,3,7411,5875,0,0,0,0,2428,4668,846,0,0,18850,49101,9058,9598,15601,628,false,false,false,false,false,false,0,0,3,1,1,1,1,553,Rek'Sai 
true,14,3190,3143,1409,3111,0,0,3340,6,0,0,0,0,0,5,1,17,108108,13562,30505,0,13523,23,68,45,23,10891,9350,0,0,0,0,3914,8469,1178,1,0,28615,64365,15127,5362,25142,0,false,false,false,false,false,true,0,1,16,2,1,1,1,820,Rek'Sai 
false,13,3190,3047,1409,3082,0,0,3340,0,0,0,0,0,0,0,6,7,106950,6520,32594,0,12293,16,92,87,5,8138,7450,0,0,0,0,2881,3442,196,1,0,29124,62699,15127,8159,23679,755,false,false,false,false,false,false,0,0,11,4,0,0,1,601,Rek'Sai 
true,18,1409,3512,3143,3102,3075,3111,3340,6,1,0,0,0,0,3,5,24,169947,17288,57624,0,22440,57,100,66,34,16300,15350,0,0,0,0,5836,9368,2083,1,0,50086,95714,24145,17831,37352,2440,false,false,false,false,false,true,0,1,28,4,2,2,1,1233,Rek'Sai 
false,16,3190,3102,1409,3082,3111,1011,3340,3,0,0,0,0,0,0,10,15,138019,11158,56395,0,15615,67,71,59,12,12003,11475,0,0,0,0,2867,7318,972,2,0,36130,81457,20430,19634,34961,1800,false,false,false,false,false,false,0,0,18,0,1,0,1,670,Rek'Sai 
true,13,1056,3285,3020,3165,0,0,3340,4,0,0,0,0,0,3,2,4,87221,9930,8228,0,1515,128,2,2,0,8603,7275,0,0,0,0,7260,940,1729,1,0,51161,15418,20641,4629,3371,228,false,false,false,false,false,false,0,0,8,2,1,1,1,35,Ahri 
true,15,1409,3143,3047,3075,0,0,3340,6,0,0,0,0,0,3,1,12,127230,9161,30233,0,14318,52,72,43,29,11852,9200,0,0,0,0,2464,5855,842,1,0,30182,79679,17368,6140,22507,1585,false,false,false,false,false,true,0,1,17,4,1,2,1,906,Rek'Sai 
true,16,1409,3143,3047,3102,1031,1006,3340,3,0,0,0,0,0,2,4,12,127584,9403,47585,0,18760,34,78,49,29,12045,10700,0,0,0,0,2978,5832,592,1,0,31187,79771,16625,15317,31150,1118,false,false,true,false,false,true,0,1,28,8,1,1,1,927,Rek'Sai 
false,15,3190,3143,1409,3047,0,0,3340,3,0,0,0,0,0,2,4,8,125127,8746,45091,0,18389,26,85,62,23,10711,9350,0,0,0,0,2743,5258,744,1,0,31613,75062,18451,18127,26067,897,false,false,false,false,false,false,0,0,25,3,1,1,1,1145,Rek'Sai 
true,15,1409,3047,3143,3102,1031,1029,3340,4,0,0,0,0,0,2,6,12,114026,7004,36895,0,9943,48,66,41,25,12065,10875,0,0,0,0,3725,3222,56,2,0,31763,65170,17091,6268,29492,1134,true,false,false,false,false,false,0,1,25,6,1,1,1,986,Rek'Sai 
false,13,1409,3143,3211,3111,3801,0,3340,3,0,0,0,0,0,0,6,1,104483,5026,27262,0,9187,21,87,69,18,9607,8650,0,0,0,0,2117,2620,288,1,0,28998,59596,15888,8487,14928,3846,false,false,false,false,false,false,0,1,17,3,1,0,1,895,Rek'Sai 
true,17,1409,3190,3143,3047,3156,0,3340,6,0,0,0,0,0,3,5,20,158041,13264,40099,0,17194,61,82,44,38,13648,12650,0,0,0,0,3105,8210,1948,1,0,36669,99670,21700,10404,28836,858,false,false,false,false,false,true,0,4,25,3,1,2,1,1219,Rek'Sai 
false,13,1409,3111,3143,0,0,0,3340,1,0,0,0,0,0,0,7,2,99926,5458,30883,0,10160,29,72,66,6,7871,6900,0,0,0,0,2691,2398,368,1,0,25876,59165,14884,12176,16679,2027,false,false,false,false,false,false,0,0,11,4,1,0,1,626,Rek'Sai 
true,14,1409,3143,3047,3211,1028,0,3340,8,0,0,0,0,0,3,4,15,91479,10850,32901,0,12004,17,53,31,22,10657,8350,0,0,0,0,2745,6674,1430,1,0,20376,58742,12361,7638,24267,996,true,false,false,false,false,true,0,1,19,2,1,3,1,806,Rek'Sai 
true,14,1409,3190,3143,3111,0,0,3340,3,1,0,0,0,0,2,7,23,93383,11514,37928,0,12552,22,68,43,25,10482,9475,0,0,0,0,3760,6594,1160,2,0,21850,57219,14313,11150,26689,88,false,false,false,false,false,false,0,0,20,4,2,1,1,741,Rek'Sai 
false,12,1415,3006,3124,1011,1029,0,3340,6,1,0,0,0,0,4,5,3,109434,8637,19127,0,5438,40,61,47,14,8982,8575,0,0,0,0,863,6775,998,1,0,11540,86427,11467,5067,14059,0,false,false,true,false,false,false,0,1,8,0,2,2,1,505,Maestro Yi 
false,13,1409,3047,3143,3211,0,0,3340,2,0,0,0,0,0,2,5,9,111334,7877,36156,0,12403,40,78,66,12,9372,7875,0,0,0,0,2809,4692,376,0,0,30791,66423,14119,15912,19144,1100,false,false,false,false,false,false,0,0,22,8,1,1,1,914,Rek'Sai 
true,18,3116,3157,3165,3285,3020,3001,3363,13,3,0,0,0,0,4,7,19,276084,43564,33258,0,7391,263,7,7,0,19323,17075,0,0,0,0,31693,2117,9753,1,0,182656,32396,61030,14314,17690,1252,false,false,false,false,false,false,0,2,16,0,2,3,1,312,Ahri 
true,16,1409,3143,3190,3111,3075,3052,3340,10,0,0,0,0,0,4,6,21,121223,18906,47050,0,17938,48,68,51,17,14186,12825,0,0,0,0,6791,10779,1336,0,0,37364,68067,15792,18733,25796,2520,false,false,false,true,false,false,0,0,18,2,1,2,1,953,Rek'Sai 
false,11,1412,3142,3009,0,0,0,3340,6,0,0,0,0,0,4,7,0,70587,9239,17590,0,2470,48,37,36,1,7410,6875,0,0,0,0,819,7388,1032,0,0,2431,61945,6211,8849,8641,100,false,false,false,false,false,false,0,0,4,2,1,1,1,470,Quinn 
false,10,1056,3285,1001,3108,3114,0,3340,1,0,0,0,0,0,0,7,3,44239,5346,11775,0,759,69,0,0,0,5797,5350,0,0,0,0,3640,398,1307,0,0,24443,8258,11538,5240,6337,197,false,false,false,false,false,false,0,0,0,0,1,0,1,14,Ahri 
false,15,3190,3143,1409,3047,0,0,3340,4,0,0,0,0,0,3,6,6,130176,10555,39875,0,12788,43,80,64,16,10711,9400,0,0,0,0,3317,5916,1322,1,0,35867,77764,16544,12723,26416,736,false,false,false,false,false,false,0,0,20,3,1,1,1,754,Rek'Sai 
true,14,1409,3102,3082,1001,1011,0,3340,6,0,0,0,0,0,3,4,12,122379,13144,37033,0,17111,19,92,63,29,11163,8100,0,0,0,0,3708,7463,1972,1,0,32274,69552,20552,10836,25514,682,false,false,false,false,false,false,0,1,21,4,1,2,1,1066,Rek'Sai 
true,17,3190,3512,1409,3110,3009,1031,3340,1,0,0,0,0,0,0,8,24,162974,11827,47502,0,14385,42,80,46,34,13963,12625,0,0,0,0,10057,1713,56,2,0,59377,28164,75433,14066,31332,2103,false,false,false,false,false,true,0,1,33,2,1,0,1,2021,Nunu 
false,15,3931,3748,3742,3211,3009,1028,3340,7,0,0,0,0,0,2,7,9,150009,19236,31352,0,5459,44,83,73,10,11987,11525,0,0,0,0,9254,7489,2492,1,0,76114,62690,11204,7327,22987,1038,true,false,false,false,false,false,0,0,13,2,1,2,1,485,Shyvana 
false,15,1056,3165,3285,3020,1058,1026,3340,0,0,0,0,0,0,0,5,6,139805,15365,15058,0,2427,210,2,2,0,10301,9825,0,0,0,0,10358,930,4075,2,0,86224,18575,35005,7083,7687,288,false,false,false,false,false,false,0,0,12,0,0,0,1,47,Ahri 
false,14,1056,3157,3020,3001,1058,0,3340,4,0,0,0,0,0,2,6,3,89191,14499,20086,0,7704,144,3,3,0,9704,8750,0,0,0,0,13207,545,746,0,0,68960,18184,2046,9999,9354,733,false,false,false,false,false,false,0,0,7,0,1,1,1,455,Fiddlesticks 
false,13,1409,3111,3143,3102,0,0,3340,4,0,0,0,0,0,2,6,11,102913,12410,45550,0,13581,15,72,48,24,10363,9750,0,0,0,0,4228,7232,949,1,0,25030,62259,15623,13344,30778,1428,false,false,false,false,false,false,0,0,20,1,1,1,1,1162,Rek'Sai 
false,13,1056,3285,3020,3165,1057,0,3340,5,1,0,0,0,0,3,5,1,98628,10198,14045,0,2457,159,0,0,0,9243,8070,0,0,0,0,7276,821,2100,0,0,56293,16549,25784,8903,5141,0,false,false,false,false,false,false,0,0,9,1,2,1,1,27,Ahri 
true,15,1401,1011,3009,3742,3065,3801,3340,12,1,0,0,0,0,5,4,10,114044,19580,40754,0,6462,48,51,35,16,13024,11100,0,0,0,0,6107,10852,2620,1,0,37885,65915,10243,11283,27441,2030,false,false,false,false,false,true,0,1,10,0,2,4,1,1312,Volibear 
false,16,3931,3006,3124,3156,1031,1011,3340,3,0,0,0,0,0,0,7,5,184455,9593,24438,0,6244,80,101,95,6,11802,11625,0,0,0,0,1164,6432,1997,1,0,29465,133333,21656,5745,17836,856,true,false,false,false,false,false,0,0,12,3,1,0,1,885,Maestro Yi 
true,11,1402,2031,3009,3025,1057,0,3340,3,0,0,0,0,0,2,1,4,88234,3630,10942,0,3472,38,49,21,28,8426,7095,0,0,0,0,1860,921,848,0,0,44983,32827,10424,1805,9136,0,false,false,true,false,false,true,0,3,5,0,1,1,1,514,Udyr 
false,17,3931,3748,3065,3742,3009,0,3340,1,0,0,0,0,0,0,8,10,181537,13406,47140,0,9349,48,108,100,8,13074,12700,0,0,0,0,6221,5574,1610,0,0,90677,74178,16682,15476,30706,958,false,false,false,false,false,false,0,0,12,2,1,0,1,726,Shyvana 
false,8,3711,1001,1028,0,0,0,3340,0,0,0,0,0,0,0,2,0,40071,1354,10592,0,5254,4,44,43,1,4258,1925,0,0,0,0,153,948,252,1,0,4422,31069,4580,1224,8617,750,false,false,false,false,false,false,0,0,7,1,0,0,1,283,Rek'Sai 
true,11,1413,3156,1001,0,0,0,3340,1,0,0,0,0,0,0,1,4,83163,1751,14641,0,7078,21,65,29,36,7513,6325,0,0,0,0,363,1167,220,0,0,17219,56414,9529,1196,13444,0,false,false,false,false,true,false,2,0,6,2,1,0,1,759,Rek'Sai 
true,14,1409,3111,3075,3742,0,0,3340,3,0,0,0,0,0,2,1,9,117663,8168,22342,0,11859,33,86,56,30,10267,9200,0,0,0,0,3186,3912,1069,1,0,32288,68301,17072,2270,19203,868,false,false,false,false,false,true,0,0,19,2,1,1,1,879,Rek'Sai 
false,12,1409,3748,3009,0,0,0,3340,2,0,0,0,0,0,2,3,4,91026,7656,26356,0,9653,27,70,65,5,7395,7175,0,0,0,0,2143,5035,477,0,0,20673,58020,12332,6815,19540,0,false,false,false,false,false,false,0,1,12,2,1,1,1,678,Rek'Sai 
false,13,1055,3042,3158,3025,0,0,3340,1,0,0,0,0,0,0,4,1,88934,8936,12601,0,2285,168,3,2,1,8029,7500,0,0,0,0,2570,6137,229,0,0,21689,67016,229,4363,7292,945,false,false,false,false,false,false,0,0,1,0,1,0,3,126,Ezreal 
false,12,1055,3046,3031,3006,1053,0,3340,5,1,0,0,0,0,4,5,3,99359,12924,13893,545,1703,174,1,0,1,9676,8850,0,0,0,0,534,10123,2265,0,0,1625,86953,10780,1437,10922,1534,false,false,false,false,false,false,0,0,9,1,2,1,2,70,Vayne 
false,17,3190,3077,3143,3111,1409,3052,3340,3,0,0,0,0,0,0,4,14,168674,12664,47006,0,18778,90,94,85,9,13010,11675,0,0,0,0,3976,8082,605,0,0,40256,111569,16848,16562,29093,1350,false,false,false,false,false,false,0,0,27,6,1,0,1,1260,Rek'Sai 
true,16,1402,1031,3009,3025,3512,3065,3340,10,0,0,0,0,0,8,1,13,197700,25558,27150,0,8081,105,84,77,7,15007,12750,0,0,0,0,12396,9100,4061,1,0,119657,67959,10083,8422,18396,332,false,false,false,false,true,false,1,2,8,0,1,2,1,1075,Udyr 
false,14,1402,2031,3009,3068,3001,0,3340,4,0,0,0,0,0,2,6,8,138731,16730,26285,0,4991,61,76,73,3,10140,8800,0,0,0,0,13858,1767,1105,1,0,108976,18515,11239,10040,15715,530,false,false,false,false,false,false,0,0,12,1,1,1,1,394,Amumu 
true,18,3931,3748,3009,3065,3742,3075,3340,16,3,0,0,0,0,6,6,26,234078,38046,41330,0,8662,71,112,83,29,18213,15550,0,0,0,0,19283,14932,3830,0,0,95127,119682,19269,7673,28965,4691,false,false,false,false,false,true,1,2,10,4,2,3,1,951,Shyvana 
true,13,1056,3285,3020,3191,1058,0,3340,5,1,0,0,0,0,3,4,5,69945,11911,12024,0,1641,115,3,3,0,8100,7350,0,0,0,0,7366,1360,3183,0,0,40232,13164,16548,2312,9071,640,false,false,false,false,false,false,0,0,4,0,2,2,1,60,Ahri 
false,17,1056,3157,3020,3001,3285,1026,3340,9,1,0,0,0,0,3,5,8,179268,34043,24170,0,6856,198,15,14,1,13617,11700,0,0,0,0,25396,1401,7244,0,0,114504,18862,45901,8192,15122,856,false,false,false,false,false,false,0,0,5,6,2,3,1,69,Ahri 
true,12,1409,3077,3052,3111,1028,0,3340,3,0,0,0,0,0,3,0,7,104412,7708,19557,0,12071,17,84,43,41,8534,6750,0,0,0,0,2255,4439,1013,1,0,20390,69673,14348,1611,17425,520,false,false,false,false,false,false,0,1,12,1,1,1,1,973,Rek'Sai 
false,13,1402,2031,3009,3025,0,0,3340,3,0,0,0,0,0,0,7,2,113136,8535,22243,0,4123,40,74,71,3,8710,6450,0,0,0,0,4537,2494,1503,1,0,70080,32034,11021,7261,14780,201,false,false,false,false,false,false,0,0,10,2,1,0,1,533,Udyr 
false,18,1409,3748,3143,3065,3009,3075,3340,9,0,0,0,0,0,5,4,25,211112,28278,81770,0,34584,109,88,80,8,17087,15300,0,0,0,0,8032,19202,1043,1,0,46145,144008,20959,22942,57055,1772,false,false,false,false,false,false,0,0,18,4,1,2,1,867,Rek'Sai 
true,14,1401,3748,3143,3009,0,0,3340,8,1,0,0,0,0,4,1,12,132857,11805,25169,0,12541,42,81,57,24,11471,10075,0,0,0,0,2819,7705,1280,0,0,23111,97835,11911,6922,17734,511,false,false,false,false,false,true,1,3,9,2,2,2,1,957,Rek'Sai 
true,15,1056,3285,3020,3001,3108,3114,3340,5,1,0,0,0,0,5,2,5,139883,17524,11083,0,2039,203,1,1,0,11430,8500,0,0,0,0,13456,921,3146,0,0,77851,32414,29617,5193,5623,266,false,false,false,false,false,false,0,2,4,0,2,1,1,77,Ahri 
false,12,1402,2031,3009,3025,0,0,3340,5,1,0,0,0,0,3,4,6,87634,13512,19171,0,4183,23,63,56,7,8250,6450,0,0,0,0,7747,4468,1296,1,0,53443,28964,5226,7574,11596,0,false,false,false,false,false,false,0,0,10,0,2,1,1,270,Udyr 
true,15,1056,3285,3165,3020,3001,0,3340,7,0,0,0,0,0,3,3,10,104162,22209,12294,0,2461,157,4,3,1,10876,9650,0,0,0,0,17603,1419,3186,0,0,63441,21500,19220,6228,5461,604,false,false,false,false,true,false,1,0,9,1,1,2,1,35,Ahri 
true,16,3931,3748,3742,3009,3211,3067,3340,6,0,0,0,0,0,4,2,2,205950,18918,29518,0,8666,72,114,81,33,13278,11850,0,0,0,0,6546,9573,2798,0,0,82201,108879,14870,8356,21161,0,false,false,false,false,false,false,1,1,11,3,1,1,1,832,Shyvana 
false,15,1056,3157,3020,1026,3285,1057,3340,3,0,0,0,0,0,2,7,12,130231,22915,18871,0,2851,161,7,3,4,10960,9970,0,0,0,0,16081,1564,5269,0,0,78096,20068,32066,7065,11123,682,false,false,false,false,false,false,0,1,5,1,1,1,1,31,Ahri 
false,12,3006,3031,3085,0,1055,0,3340,1,0,0,0,0,0,0,5,1,122783,8320,15083,469,2350,204,4,3,1,9125,8000,0,0,0,0,471,7848,0,0,0,851,121931,0,8862,6041,180,true,false,false,true,false,false,0,0,6,1,1,0,3,64,Jinx 
true,12,1401,2031,1039,3009,3025,1033,3340,0,0,0,0,0,0,0,2,7,58093,3036,10033,0,2947,39,33,27,6,7711,7175,0,0,0,0,1231,1352,452,0,0,20805,32000,5288,1766,8203,64,false,false,false,false,false,false,0,1,3,0,0,0,1,378,Skarner 
true,17,3931,3140,3124,3006,3156,3742,3340,13,2,0,0,0,0,4,7,6,216853,33322,33627,0,6610,49,110,102,8,16965,14000,0,0,0,0,7017,19871,6433,0,0,31854,160181,24818,7991,24525,1110,false,false,false,true,false,false,0,0,13,1,2,3,1,710,Maestro Yi 
false,18,1402,3512,3075,3025,3009,3742,3364,3,0,0,0,0,0,0,8,10,250773,14161,43974,0,9664,116,142,136,6,16147,14325,0,0,0,0,7115,4569,2476,0,0,155753,76017,19001,6597,30576,6800,false,false,false,false,false,false,0,0,13,10,1,0,1,1281,Udyr 
true,17,3931,3748,2140,3742,3009,3065,3364,6,0,0,0,0,0,2,7,9,221296,25435,43689,0,9877,73,111,92,19,14631,13275,0,0,0,0,8525,12937,3972,1,0,92250,108933,20112,12052,30496,1140,false,false,false,false,false,false,0,2,12,12,1,1,1,967,Shyvana 
true,18,1402,3075,3512,3025,3742,3009,3340,7,1,0,0,0,0,3,6,10,232171,17561,41218,0,10505,100,106,100,6,16890,14900,0,0,0,0,8565,6247,2749,1,0,132974,82500,16696,9544,26889,4784,false,false,false,false,false,true,1,0,16,3,2,3,1,1057,Udyr 
false,11,1415,3006,3124,0,0,0,3340,2,0,0,0,0,0,0,5,2,82191,5753,16656,0,4025,41,54,53,1,6883,6550,0,0,0,0,604,3751,1397,0,0,7808,66578,7804,2198,14254,204,false,false,false,false,false,false,0,0,7,0,1,0,1,259,Maestro Yi 
false,15,1402,3009,3001,3068,1058,1011,3340,5,1,0,0,0,0,3,4,5,152903,14509,26765,0,7426,47,102,96,6,11628,11025,0,0,0,0,11636,1733,1140,0,0,116073,24635,12194,6826,18776,1162,false,false,false,false,false,false,0,0,11,3,2,1,1,308,Amumu 
false,1,1056,2010,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,Ahri 
false,17,1401,3190,3742,3009,3075,3211,3340,4,0,0,0,0,0,2,6,11,209906,17744,48701,0,13426,85,112,109,3,13534,12525,0,0,0,0,13079,2625,2039,0,0,156534,38740,14631,18541,28142,2017,false,false,false,false,false,false,0,0,12,1,1,1,1,883,Sejuani 
false,3,3715,0,0,0,0,0,3340,0,0,0,0,0,0,0,2,0,10723,79,3759,0,611,0,13,13,0,3643,1200,0,0,0,0,0,79,0,0,0,482,9365,875,488,3259,12,false,false,false,false,false,false,0,0,1,0,0,0,1,0,Maestro Yi 
true,18,1401,3053,3009,3742,3025,3075,3364,9,0,0,0,0,0,3,7,24,216483,21305,63516,0,15501,82,97,87,10,18767,20260,0,0,0,0,7308,11417,2579,1,0,78888,123000,14596,12374,40900,10242,false,false,false,false,false,true,0,1,7,9,1,3,1,1510,Skarner 
true,12,3092,3041,2049,3117,3050,0,3340,1,0,0,0,0,0,0,3,10,9517,4159,8641,0,3335,5,1,0,1,8069,8000,0,0,0,0,2643,1515,0,2,0,4789,4727,0,2967,5673,0,false,false,false,false,false,false,0,0,19,3,1,0,8,117,Janna 
true,10,3097,2049,3025,3067,3117,0,3341,1,0,0,0,0,0,0,3,11,12908,5897,12556,0,914,15,0,0,0,6794,6325,0,0,0,0,3396,2500,0,1,0,6458,5526,922,6248,6276,32,false,false,false,false,false,false,0,0,12,3,1,0,3,56,Blitzcrank 
true,14,1401,3009,3052,3065,3742,0,3363,7,1,0,0,0,0,3,6,13,121485,16900,35967,0,9475,15,80,64,16,11556,10725,0,0,0,0,6482,8554,1862,2,0,40112,68226,13146,8476,24529,2962,true,false,false,false,false,true,0,0,12,5,2,1,1,1444,Volibear 
false,15,3092,3190,2049,3158,3050,3504,3341,0,0,0,0,0,0,0,12,17,23580,4643,23135,0,28341,33,0,0,0,12141,11550,0,0,0,0,3674,938,30,2,0,20905,2644,30,10846,11246,1043,false,false,false,false,false,false,0,0,29,12,0,0,5,315,Soraka 
false,15,3092,3050,2049,3158,3742,3504,3364,0,0,0,0,0,0,0,15,21,32493,6559,30606,0,22665,29,0,0,0,13186,13150,0,0,0,0,5591,958,9,2,0,27917,4566,9,9712,20481,412,false,false,false,false,false,false,0,0,23,7,0,0,5,398,Soraka 
false,18,1400,3748,1305,3053,3075,3211,3340,13,0,0,0,0,0,7,7,12,170375,27309,47635,0,16172,69,72,65,7,16072,13850,0,0,0,0,4014,20747,2548,1,0,13162,144574,12638,16323,29650,1661,false,false,false,false,true,false,1,1,15,6,1,3,1,461,Rek'Sai 
false,8,3098,0,2049,3009,3108,0,3341,0,0,0,0,0,0,0,2,1,9318,3285,8687,0,2810,5,0,0,0,4401,3875,0,0,0,0,2481,764,39,3,0,6633,2645,39,5479,3048,160,false,false,false,false,false,false,0,0,13,2,0,0,6,121,Janna 
false,12,3092,0,2049,3009,3504,3050,3364,1,0,0,0,0,0,0,10,14,21811,5670,16006,0,16768,27,0,0,0,9460,8825,0,0,0,0,4723,946,0,3,0,19696,2114,0,5838,9246,921,false,false,false,false,false,false,0,0,21,9,1,0,5,336,Soraka 
true,16,1401,3748,3742,3009,3105,1028,3340,7,0,0,0,0,0,6,1,9,166370,14744,28807,0,14562,64,82,61,21,13695,12100,0,0,0,0,4531,7767,2445,1,0,36110,113766,16493,7145,21452,210,false,false,false,false,false,false,0,1,15,5,1,1,1,583,Rek'Sai 
false,11,1401,3077,3052,1028,0,0,3340,2,0,0,0,0,0,0,3,4,72017,7288,22116,0,7534,12,56,49,7,6359,5575,0,0,0,0,2230,4114,944,0,0,16985,48812,6218,5664,16451,0,false,false,false,false,false,false,0,0,6,0,1,0,1,570,Rek'Sai 
false,14,1401,3748,3111,3105,1031,1011,3340,6,0,0,0,0,0,2,10,8,122726,13704,48157,0,11634,25,81,78,3,11163,10725,0,0,0,0,2739,9337,1627,0,0,25173,86297,11255,19881,26996,1280,false,false,false,false,false,false,0,0,7,0,1,2,1,427,Rek'Sai 
true,15,1401,3748,3009,1031,1011,0,3340,3,0,0,0,0,0,0,2,14,147573,13630,34612,0,15771,37,91,79,12,11280,9125,0,0,0,0,2859,8766,2004,2,0,33421,99721,14431,10702,23677,232,false,false,false,false,false,false,0,0,16,7,1,0,1,788,Rek'Sai 
true,15,1401,3748,3009,3742,0,0,3340,3,1,0,0,0,0,2,6,19,140875,17623,45019,0,13345,42,75,64,11,12337,10075,0,0,0,0,3335,11425,2863,0,0,29212,97049,14614,13578,29948,1492,false,false,false,false,false,true,0,1,12,3,2,1,1,679,Rek'Sai 
true,11,1401,3748,1001,0,0,0,3340,7,0,0,0,0,0,3,2,8,74635,7132,19429,0,6461,13,50,43,7,8771,6650,0,0,0,0,1697,4410,1024,1,0,15767,49756,9112,2308,17120,0,true,false,false,true,false,true,0,1,9,1,1,3,1,412,Rek'Sai 
false,13,1401,3748,0,0,0,0,3340,1,0,0,0,0,0,0,4,5,116835,9215,32517,0,12048,72,67,57,10,8286,6350,0,0,0,0,2733,4797,1684,1,0,26046,79517,11271,8027,24313,176,false,false,false,false,false,false,0,0,12,2,1,0,1,638,Rek'Sai 
true,13,1401,3748,1001,3105,0,0,3340,2,0,0,0,0,0,0,8,15,89022,9119,37070,0,9950,25,54,47,7,9412,8200,0,0,0,0,2216,5674,1228,1,0,18449,61555,9017,15985,20387,698,false,false,false,false,false,true,0,0,10,4,1,0,1,400,Rek'Sai 
false,12,1401,3065,3009,3052,0,0,3340,5,0,0,0,0,0,2,5,6,102414,13146,34913,0,4985,21,69,64,5,9136,7800,0,0,0,0,5241,6396,1508,1,0,34352,60254,7808,16927,16929,1057,false,false,false,false,false,false,0,0,11,2,1,1,1,1056,Volibear 
true,15,1401,3748,3190,3009,1031,0,3340,3,0,0,0,0,0,3,3,17,143625,17043,41075,0,14823,42,68,52,16,11790,10600,0,0,0,0,3579,11496,1968,1,0,27738,101038,14847,11957,28609,508,false,false,false,true,false,true,0,3,13,3,1,1,1,665,Rek'Sai 
