winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt
true,11,1413,3009,1031,1011,0,0,3340,0,0,0,0,0,0,0,0,8,72372,4011,15807,0,7498,14,52,41,11,7385,5600,0,0,0,0,653,2613,744,1,0,15046,47556,9769,1320,14487,0,false,false,true,false,false,false,0,2,7,1,0,0,1,594 
true,12,1413,3009,3742,1033,0,0,3340,2,0,0,0,0,0,2,1,9,78659,5900,21735,0,10599,13,66,61,5,7978,7025,0,0,0,0,1052,4338,509,0,0,15132,53066,10460,4976,16694,64,false,false,false,false,false,false,0,0,8,2,1,1,1,558 
true,17,3190,3748,3742,3009,1031,1413,3364,8,1,1,0,0,0,4,4,19,156655,20393,51728,0,18259,57,70,57,13,15179,13655,0,0,0,0,5086,11991,3315,0,0,34852,102936,18866,14298,35631,1798,false,false,true,false,false,true,0,2,11,2,3,2,1,958 
false,13,1413,3009,3742,3105,0,0,3340,2,0,0,0,0,0,2,4,2,113137,8261,30562,0,12088,20,78,77,1,8460,8200,0,0,0,0,2473,4809,978,1,0,29678,68314,15143,8866,21431,264,false,false,false,false,false,false,0,0,10,1,1,1,1,577 
true,16,3190,3077,1413,3742,3052,3009,3340,7,1,0,0,0,0,6,1,8,139317,12518,41899,0,19800,36,103,89,14,13288,11600,0,0,0,0,3159,7706,1652,2,0,33765,90750,14802,12155,28093,1650,false,false,false,false,false,false,0,0,11,3,2,1,1,695 
false,14,3190,3009,3742,1413,1028,0,3340,4,0,0,0,0,0,3,1,10,131050,9929,39545,0,19901,31,77,64,13,10314,9625,0,0,0,0,2927,6039,962,2,0,32855,81023,17171,14110,24623,812,false,false,false,false,false,false,0,0,11,3,1,1,1,714 
false,14,1413,3190,3742,1029,3009,0,3363,7,0,0,0,0,0,3,6,7,95352,10592,41133,0,11374,14,66,63,3,10108,9575,0,0,0,0,3055,6544,992,2,0,22814,59954,12583,5392,34800,940,true,false,false,false,false,false,0,1,9,0,1,2,1,528 
false,15,3190,3009,1409,3742,1031,1029,3341,4,1,0,0,0,0,3,5,12,134775,9843,42094,0,14807,36,90,72,18,11588,10300,0,0,0,0,2518,6018,1306,1,0,31531,83286,19957,11764,25616,4713,false,false,true,false,false,false,0,2,13,5,2,1,1,990 
true,16,3190,3143,1409,3111,3052,3075,3364,11,1,0,0,0,0,4,6,17,149476,17576,47417,0,16837,29,88,70,18,14927,12975,0,0,0,0,5526,10393,1655,2,0,38455,86778,24243,11834,31486,4096,false,false,false,false,false,true,0,0,22,8,2,3,1,1386 
false,13,3111,2031,1409,3143,3211,0,3340,3,1,0,0,0,0,2,3,3,87173,4788,30866,0,10904,33,61,57,4,8411,7950,0,0,0,0,1829,2866,92,1,0,20245,53169,13758,8298,19901,2665,false,false,false,false,false,false,0,0,19,6,2,1,1,697 
true,15,3190,3143,1409,3047,1011,0,3340,4,0,0,0,0,0,2,2,13,112915,8889,28252,0,13763,23,78,56,22,10946,10350,0,0,0,0,1362,5914,1612,1,0,22401,70808,19705,4715,22611,925,false,false,false,false,false,true,0,1,18,6,1,2,1,784 
